TIME	CH1	CH2	CH3	CH4
8.904e+06	-0.03125	-0.03125	0	0.03125
8.9e+06	-0.03125	-0.03125	0	0.015625
8.896e+06	-0.03125	-0.03125	0	0.03125
8.892e+06	-0.03125	-0.03125	0	0.015625
8.888e+06	-0.03125	-0.03125	0	0.015625
8.884e+06	-0.03125	-0.03125	0	0.015625
8.88e+06	-0.03125	-0.03125	0	0.015625
8.876e+06	-0.03125	-0.03125	0	0.03125
8.872e+06	-0.03125	-0.03125	0	0.015625
8.868e+06	-0.03125	-0.03125	0	0.03125
8.864e+06	-0.03125	-0.03125	0	0.015625
8.86e+06	-0.03125	-0.03125	0	0.015625
8.856e+06	-0.03125	-0.03125	0	0.015625
8.852e+06	-0.03125	-0.03125	0	0.015625
8.848e+06	-0.03125	-0.03125	0	0.03125
8.844e+06	-0.03125	-0.03125	0	0.03125
8.84e+06	-0.03125	-0.03125	0	0.03125
8.836e+06	-0.03125	-0.03125	0	0.015625
8.832e+06	-0.03125	-0.03125	0	0.015625
8.828e+06	0	-0.03125	0	0.015625
8.824e+06	-0.03125	-0.03125	0	0.015625
8.82e+06	-0.03125	-0.03125	0	0.015625
8.816e+06	-0.03125	-0.03125	0	0.015625
8.812e+06	-0.03125	-0.03125	0	0.03125
8.808e+06	-0.03125	-0.03125	0	0.015625
8.804e+06	-0.03125	-0.03125	0	0.015625
8.8e+06	-0.03125	-0.03125	0	0.015625
8.796e+06	-0.03125	-0.03125	0	0.015625
8.792e+06	-0.03125	-0.03125	0	0.015625
8.788e+06	-0.03125	-0.03125	0	0.015625
8.784e+06	-0.03125	-0.03125	0	0.015625
8.78e+06	-0.03125	-0.03125	0	0.015625
8.776e+06	-0.03125	-0.03125	0	0.03125
8.772e+06	-0.03125	-0.03125	0	0.03125
8.768e+06	-0.03125	-0.03125	0	0.015625
8.764e+06	-0.03125	-0.03125	0	0.03125
8.76e+06	-0.03125	-0.03125	0	0.015625
8.756e+06	-0.03125	-0.03125	0	0.015625
8.752e+06	-0.03125	-0.03125	0	0.015625
8.748e+06	-0.03125	-0.03125	0	0.03125
8.744e+06	-0.03125	-0.03125	0	0.015625
8.74e+06	-0.03125	-0.03125	0	0.03125
8.736e+06	-0.03125	-0.03125	0	0.03125
8.732e+06	-0.03125	-0.03125	0	0.015625
8.728e+06	-0.03125	-0.03125	0	0.03125
8.724e+06	-0.03125	-0.03125	0	0.03125
8.72e+06	-0.03125	-0.03125	0	0.03125
8.716e+06	-0.03125	-0.03125	0	0.03125
8.712e+06	-0.03125	-0.03125	0	0.015625
8.708e+06	-0.03125	-0.03125	0	0.03125
8.704e+06	-0.03125	-0.03125	0	0.03125
8.7e+06	-0.03125	-0.03125	0	0.015625
8.696e+06	-0.03125	-0.03125	0	0.015625
8.692e+06	-0.03125	-0.03125	0	0.015625
8.688e+06	-0.03125	-0.03125	0	0.03125
8.684e+06	-0.03125	-0.03125	0	0.015625
8.68e+06	-0.03125	-0.03125	0	0.015625
8.676e+06	-0.03125	-0.03125	0	0.03125
8.672e+06	-0.03125	-0.03125	0	0.015625
8.668e+06	-0.03125	-0.03125	0	0.03125
8.664e+06	-0.03125	-0.03125	0	0.015625
8.66e+06	-0.03125	-0.03125	0	0.015625
8.656e+06	-0.03125	-0.03125	0	0.015625
8.652e+06	-0.03125	-0.03125	0	0.03125
8.648e+06	-0.03125	-0.03125	0	0.015625
8.644e+06	0	-0.03125	0	0.015625
8.64e+06	-0.03125	-0.03125	0	0.015625
8.636e+06	-0.03125	-0.03125	0	0.015625
8.632e+06	-0.03125	-0.03125	0	0.015625
8.628e+06	-0.03125	-0.03125	0	0.015625
8.624e+06	-0.03125	-0.03125	0	0.015625
8.62e+06	-0.03125	-0.03125	0	0.015625
8.616e+06	-0.03125	-0.03125	0	0.015625
8.612e+06	-0.03125	-0.03125	0	0.015625
8.608e+06	-0.03125	-0.03125	0	0.015625
8.604e+06	-0.03125	-0.03125	0	0.015625
8.6e+06	-0.03125	-0.03125	0	0.015625
8.596e+06	-0.03125	-0.03125	0	0.03125
8.592e+06	-0.03125	-0.03125	0	0.015625
